AUTH_METHOD;TIMESTAMP;ACCOUNT_UID;ACCOUNT_NAME;ACCOUNT_EMAIL;ACCOUNT_ORGANIZATION_UID;ACCOUNT_ORGANIZATION_NAME;ACCOUNT_TAGS;FINDING_UID;PROVIDER;CHECK_ID;CHECK_TITLE;CHECK_TYPE;STATUS;STATUS_EXTENDED;MUTED;SERVICE_NAME;SUBSERVICE_NAME;SEVERITY;RESOURCE_TYPE;RESOURCE_UID;RESOURCE_NAME;RESOURCE_DETAILS;RESOURCE_TAGS;PARTITION;REGION;DESCRIPTION;RISK;RELATED_URL;REMEDIATION_RECOMMENDATION_TEXT;REMEDIATION_RECOMMENDATION_URL;REMEDIATION_CODE_NATIVEIAC;REMEDIATION_CODE_TERRAFORM;REMEDIATION_CODE_CLI;REMEDIATION_CODE_OTHER;COMPLIANCE;CATEGORIES;DEPENDS_ON;RELATED_TO;NOTES;PROWLER_VERSION
profile: None;2025-07-09 05:17:29.653859;311278774159;;;;;;prowler-aws-ec2_securitygroup_allow_ingress_from_internet_to_high_risk_tcp_ports-311278774159-ap-northeast-2-sg-092e741cf7007c95e;aws;ec2_securitygroup_allow_ingress_from_internet_to_high_risk_tcp_ports;Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to high risk ports.;Infrastructure Security;PASS;Security group vuln-sg-db (sg-092e741cf7007c95e) does not have any high-risk port open to the Internet.;False;ec2;securitygroup;critical;AwsEc2SecurityGroup;arn:aws:ec2:ap-northeast-2:311278774159:security-group/sg-092e741cf7007c95e;sg-092e741cf7007c95e;vuln-sg-db;Name=vuln-sg-db;aws;ap-northeast-2;Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to ports 25(SMTP), 110(POP3), 135(RCP), 143(IMAP), 445(CIFS), 3000(Go, Node.js, and Ruby web developemnt frameworks), 4333(ahsp), 5000(Python web development frameworks), 5500(fcp-addr-srvr1), 8080(proxy), 8088(legacy HTTP port).;If Security groups are not properly configured the attack surface is increased.;;Use a Zero Trust approach. Narrow ingress traffic as much as possible. Consider north-south as well as east-west traffic.;https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html;;;;;SOC2: cc_6_6 | AWS-Foundational-Security-Best-Practices: EC2.19 | KISA-ISMS-P-2023: 2.6.1, 2.6.2, 2.10.1, 2.10.3 | KISA-ISMS-P-2023-korean: 2.6.1, 2.6.2, 2.10.1, 2.10.3 | KISA-ISMS-P-2023-korean(whs3_cloudguardian): 2.6.1, 2.6.2, 2.10.1, 2.10.3, 2.6.1, 2.6.2, 2.10.1, 2.10.3 | ProwlerThreatScore-1.0: 2.1.7 | ISO27001-2022: A.8.20, A.8.21, A.8.22;internet-exposed;;;;5.9.0
profile: None;2025-07-09 05:17:29.653859;311278774159;;;;;;prowler-aws-ec2_securitygroup_allow_ingress_from_internet_to_high_risk_tcp_ports-311278774159-ap-northeast-2-sg-03680fb4049dc8042;aws;ec2_securitygroup_allow_ingress_from_internet_to_high_risk_tcp_ports;Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to high risk ports.;Infrastructure Security;PASS;Security group launch-wizard-1 (sg-03680fb4049dc8042) does not have any high-risk port open to the Internet.;False;ec2;securitygroup;critical;AwsEc2SecurityGroup;arn:aws:ec2:ap-northeast-2:311278774159:security-group/sg-03680fb4049dc8042;sg-03680fb4049dc8042;launch-wizard-1;;aws;ap-northeast-2;Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to ports 25(SMTP), 110(POP3), 135(RCP), 143(IMAP), 445(CIFS), 3000(Go, Node.js, and Ruby web developemnt frameworks), 4333(ahsp), 5000(Python web development frameworks), 5500(fcp-addr-srvr1), 8080(proxy), 8088(legacy HTTP port).;If Security groups are not properly configured the attack surface is increased.;;Use a Zero Trust approach. Narrow ingress traffic as much as possible. Consider north-south as well as east-west traffic.;https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html;;;;;SOC2: cc_6_6 | AWS-Foundational-Security-Best-Practices: EC2.19 | KISA-ISMS-P-2023: 2.6.1, 2.6.2, 2.10.1, 2.10.3 | KISA-ISMS-P-2023-korean: 2.6.1, 2.6.2, 2.10.1, 2.10.3 | KISA-ISMS-P-2023-korean(whs3_cloudguardian): 2.6.1, 2.6.2, 2.10.1, 2.10.3, 2.6.1, 2.6.2, 2.10.1, 2.10.3 | ProwlerThreatScore-1.0: 2.1.7 | ISO27001-2022: A.8.20, A.8.21, A.8.22;internet-exposed;;;;5.9.0
profile: None;2025-07-09 05:17:29.653859;311278774159;;;;;;prowler-aws-ec2_securitygroup_allow_ingress_from_internet_to_high_risk_tcp_ports-311278774159-ap-northeast-2-sg-0cdc2bcfc71cde042;aws;ec2_securitygroup_allow_ingress_from_internet_to_high_risk_tcp_ports;Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to high risk ports.;Infrastructure Security;PASS;Security group vuln-sg-alb-public (sg-0cdc2bcfc71cde042) does not have any high-risk port open to the Internet.;False;ec2;securitygroup;critical;AwsEc2SecurityGroup;arn:aws:ec2:ap-northeast-2:311278774159:security-group/sg-0cdc2bcfc71cde042;sg-0cdc2bcfc71cde042;vuln-sg-alb-public;Name=vuln-sg-alb-public;aws;ap-northeast-2;Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to ports 25(SMTP), 110(POP3), 135(RCP), 143(IMAP), 445(CIFS), 3000(Go, Node.js, and Ruby web developemnt frameworks), 4333(ahsp), 5000(Python web development frameworks), 5500(fcp-addr-srvr1), 8080(proxy), 8088(legacy HTTP port).;If Security groups are not properly configured the attack surface is increased.;;Use a Zero Trust approach. Narrow ingress traffic as much as possible. Consider north-south as well as east-west traffic.;https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html;;;;;SOC2: cc_6_6 | AWS-Foundational-Security-Best-Practices: EC2.19 | KISA-ISMS-P-2023: 2.6.1, 2.6.2, 2.10.1, 2.10.3 | KISA-ISMS-P-2023-korean: 2.6.1, 2.6.2, 2.10.1, 2.10.3 | KISA-ISMS-P-2023-korean(whs3_cloudguardian): 2.6.1, 2.6.2, 2.10.1, 2.10.3, 2.6.1, 2.6.2, 2.10.1, 2.10.3 | ProwlerThreatScore-1.0: 2.1.7 | ISO27001-2022: A.8.20, A.8.21, A.8.22;internet-exposed;;;;5.9.0
profile: None;2025-07-09 05:17:29.653859;311278774159;;;;;;prowler-aws-ec2_securitygroup_allow_ingress_from_internet_to_high_risk_tcp_ports-311278774159-ap-northeast-2-sg-06444be5be4140f7b;aws;ec2_securitygroup_allow_ingress_from_internet_to_high_risk_tcp_ports;Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to high risk ports.;Infrastructure Security;PASS;Security group vuln-sg-bastion (sg-06444be5be4140f7b) does not have any high-risk port open to the Internet.;False;ec2;securitygroup;critical;AwsEc2SecurityGroup;arn:aws:ec2:ap-northeast-2:311278774159:security-group/sg-06444be5be4140f7b;sg-06444be5be4140f7b;vuln-sg-bastion;Name=vuln-sg-bastion;aws;ap-northeast-2;Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to ports 25(SMTP), 110(POP3), 135(RCP), 143(IMAP), 445(CIFS), 3000(Go, Node.js, and Ruby web developemnt frameworks), 4333(ahsp), 5000(Python web development frameworks), 5500(fcp-addr-srvr1), 8080(proxy), 8088(legacy HTTP port).;If Security groups are not properly configured the attack surface is increased.;;Use a Zero Trust approach. Narrow ingress traffic as much as possible. Consider north-south as well as east-west traffic.;https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html;;;;;SOC2: cc_6_6 | AWS-Foundational-Security-Best-Practices: EC2.19 | KISA-ISMS-P-2023: 2.6.1, 2.6.2, 2.10.1, 2.10.3 | KISA-ISMS-P-2023-korean: 2.6.1, 2.6.2, 2.10.1, 2.10.3 | KISA-ISMS-P-2023-korean(whs3_cloudguardian): 2.6.1, 2.6.2, 2.10.1, 2.10.3, 2.6.1, 2.6.2, 2.10.1, 2.10.3 | ProwlerThreatScore-1.0: 2.1.7 | ISO27001-2022: A.8.20, A.8.21, A.8.22;internet-exposed;;;;5.9.0
profile: None;2025-07-09 05:17:29.653859;311278774159;;;;;;prowler-aws-ec2_securitygroup_allow_ingress_from_internet_to_high_risk_tcp_ports-311278774159-ap-northeast-2-sg-0b79c357ceae1a3d3;aws;ec2_securitygroup_allow_ingress_from_internet_to_high_risk_tcp_ports;Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to high risk ports.;Infrastructure Security;PASS;Security group vuln-sg-app (sg-0b79c357ceae1a3d3) does not have any high-risk port open to the Internet.;False;ec2;securitygroup;critical;AwsEc2SecurityGroup;arn:aws:ec2:ap-northeast-2:311278774159:security-group/sg-0b79c357ceae1a3d3;sg-0b79c357ceae1a3d3;vuln-sg-app;Name=vuln-sg-app;aws;ap-northeast-2;Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to ports 25(SMTP), 110(POP3), 135(RCP), 143(IMAP), 445(CIFS), 3000(Go, Node.js, and Ruby web developemnt frameworks), 4333(ahsp), 5000(Python web development frameworks), 5500(fcp-addr-srvr1), 8080(proxy), 8088(legacy HTTP port).;If Security groups are not properly configured the attack surface is increased.;;Use a Zero Trust approach. Narrow ingress traffic as much as possible. Consider north-south as well as east-west traffic.;https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html;;;;;SOC2: cc_6_6 | AWS-Foundational-Security-Best-Practices: EC2.19 | KISA-ISMS-P-2023: 2.6.1, 2.6.2, 2.10.1, 2.10.3 | KISA-ISMS-P-2023-korean: 2.6.1, 2.6.2, 2.10.1, 2.10.3 | KISA-ISMS-P-2023-korean(whs3_cloudguardian): 2.6.1, 2.6.2, 2.10.1, 2.10.3, 2.6.1, 2.6.2, 2.10.1, 2.10.3 | ProwlerThreatScore-1.0: 2.1.7 | ISO27001-2022: A.8.20, A.8.21, A.8.22;internet-exposed;;;;5.9.0
profile: None;2025-07-09 05:17:29.653859;311278774159;;;;;;prowler-aws-ec2_securitygroup_allow_ingress_from_internet_to_high_risk_tcp_ports-311278774159-ap-northeast-2-sg-0d6e91398bc240579;aws;ec2_securitygroup_allow_ingress_from_internet_to_high_risk_tcp_ports;Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to high risk ports.;Infrastructure Security;PASS;Security group vuln-sg-efs (sg-0d6e91398bc240579) does not have any high-risk port open to the Internet.;False;ec2;securitygroup;critical;AwsEc2SecurityGroup;arn:aws:ec2:ap-northeast-2:311278774159:security-group/sg-0d6e91398bc240579;sg-0d6e91398bc240579;vuln-sg-efs;Name=vuln-sg-efs;aws;ap-northeast-2;Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to ports 25(SMTP), 110(POP3), 135(RCP), 143(IMAP), 445(CIFS), 3000(Go, Node.js, and Ruby web developemnt frameworks), 4333(ahsp), 5000(Python web development frameworks), 5500(fcp-addr-srvr1), 8080(proxy), 8088(legacy HTTP port).;If Security groups are not properly configured the attack surface is increased.;;Use a Zero Trust approach. Narrow ingress traffic as much as possible. Consider north-south as well as east-west traffic.;https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html;;;;;SOC2: cc_6_6 | AWS-Foundational-Security-Best-Practices: EC2.19 | KISA-ISMS-P-2023: 2.6.1, 2.6.2, 2.10.1, 2.10.3 | KISA-ISMS-P-2023-korean: 2.6.1, 2.6.2, 2.10.1, 2.10.3 | KISA-ISMS-P-2023-korean(whs3_cloudguardian): 2.6.1, 2.6.2, 2.10.1, 2.10.3, 2.6.1, 2.6.2, 2.10.1, 2.10.3 | ProwlerThreatScore-1.0: 2.1.7 | ISO27001-2022: A.8.20, A.8.21, A.8.22;internet-exposed;;;;5.9.0
profile: None;2025-07-09 05:17:29.653859;311278774159;;;;;;prowler-aws-ec2_securitygroup_allow_ingress_from_internet_to_high_risk_tcp_ports-311278774159-ap-northeast-2-sg-0589f3cdb275c64c4;aws;ec2_securitygroup_allow_ingress_from_internet_to_high_risk_tcp_ports;Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to high risk ports.;Infrastructure Security;PASS;Security group vuln-sg-alb-internal (sg-0589f3cdb275c64c4) has all ports open to the Internet and therefore was not checked against high-risk ports.;False;ec2;securitygroup;critical;AwsEc2SecurityGroup;arn:aws:ec2:ap-northeast-2:311278774159:security-group/sg-0589f3cdb275c64c4;sg-0589f3cdb275c64c4;vuln-sg-alb-internal;Name=vuln-sg-alb-internal;aws;ap-northeast-2;Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to ports 25(SMTP), 110(POP3), 135(RCP), 143(IMAP), 445(CIFS), 3000(Go, Node.js, and Ruby web developemnt frameworks), 4333(ahsp), 5000(Python web development frameworks), 5500(fcp-addr-srvr1), 8080(proxy), 8088(legacy HTTP port).;If Security groups are not properly configured the attack surface is increased.;;Use a Zero Trust approach. Narrow ingress traffic as much as possible. Consider north-south as well as east-west traffic.;https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html;;;;;SOC2: cc_6_6 | AWS-Foundational-Security-Best-Practices: EC2.19 | KISA-ISMS-P-2023: 2.6.1, 2.6.2, 2.10.1, 2.10.3 | KISA-ISMS-P-2023-korean: 2.6.1, 2.6.2, 2.10.1, 2.10.3 | KISA-ISMS-P-2023-korean(whs3_cloudguardian): 2.6.1, 2.6.2, 2.10.1, 2.10.3, 2.6.1, 2.6.2, 2.10.1, 2.10.3 | ProwlerThreatScore-1.0: 2.1.7 | ISO27001-2022: A.8.20, A.8.21, A.8.22;internet-exposed;;;;5.9.0
profile: None;2025-07-09 05:17:29.653859;311278774159;;;;;;prowler-aws-ec2_securitygroup_allow_ingress_from_internet_to_port_mongodb_27017_27018-311278774159-ap-northeast-2-sg-002205b3d4708d5de;aws;ec2_securitygroup_allow_ingress_from_internet_to_port_mongodb_27017_27018;Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to MongoDB ports 27017 and 27018.;Infrastructure Security;PASS;Security group vuln-sg-redis (sg-002205b3d4708d5de) does not have MongoDB ports 27017 and 27018 open to the Internet.;False;ec2;securitygroup;high;AwsEc2SecurityGroup;arn:aws:ec2:ap-northeast-2:311278774159:security-group/sg-002205b3d4708d5de;sg-002205b3d4708d5de;vuln-sg-redis;Name=vuln-sg-redis;aws;ap-northeast-2;Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to MongoDB ports 27017 and 27018.;If Security groups are not properly configured the attack surface is increased.;;Use a Zero Trust approach. Narrow ingress traffic as much as possible. Consider north-south as well as east-west traffic.;https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html;;;;;SOC2: cc_6_6 | MITRE-ATTACK: T1199, T1048, T1499, T1498, T1046 | KISA-ISMS-P-2023: 2.6.1, 2.6.4, 2.10.1, 2.10.3 | KISA-ISMS-P-2023-korean: 2.6.1, 2.6.4, 2.10.1, 2.10.3 | KISA-ISMS-P-2023-korean(whs3_cloudguardian): 2.6.1, 2.6.4, 2.10.1, 2.10.3, 2.6.1, 2.6.4, 2.10.1, 2.10.3 | AWS-Well-Architected-Framework-Security-Pillar: SEC05-BP03 | AWS-Foundational-Technical-Review: NETSEC-001 | ProwlerThreatScore-1.0: 2.1.7 | ISO27001-2022: A.8.20, A.8.21, A.8.22;internet-exposed;;;;5.9.0
profile: None;2025-07-09 05:17:29.653859;311278774159;;;;;;prowler-aws-ec2_securitygroup_allow_ingress_from_internet_to_port_mongodb_27017_27018-311278774159-ap-northeast-2-sg-02d3145e653e308ca;aws;ec2_securitygroup_allow_ingress_from_internet_to_port_mongodb_27017_27018;Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to MongoDB ports 27017 and 27018.;Infrastructure Security;PASS;Security group vuln-sg-web (sg-02d3145e653e308ca) does not have MongoDB ports 27017 and 27018 open to the Internet.;False;ec2;securitygroup;high;AwsEc2SecurityGroup;arn:aws:ec2:ap-northeast-2:311278774159:security-group/sg-02d3145e653e308ca;sg-02d3145e653e308ca;vuln-sg-web;Name=vuln-sg-web;aws;ap-northeast-2;Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to MongoDB ports 27017 and 27018.;If Security groups are not properly configured the attack surface is increased.;;Use a Zero Trust approach. Narrow ingress traffic as much as possible. Consider north-south as well as east-west traffic.;https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html;;;;;SOC2: cc_6_6 | MITRE-ATTACK: T1199, T1048, T1499, T1498, T1046 | KISA-ISMS-P-2023: 2.6.1, 2.6.4, 2.10.1, 2.10.3 | KISA-ISMS-P-2023-korean: 2.6.1, 2.6.4, 2.10.1, 2.10.3 | KISA-ISMS-P-2023-korean(whs3_cloudguardian): 2.6.1, 2.6.4, 2.10.1, 2.10.3, 2.6.1, 2.6.4, 2.10.1, 2.10.3 | AWS-Well-Architected-Framework-Security-Pillar: SEC05-BP03 | AWS-Foundational-Technical-Review: NETSEC-001 | ProwlerThreatScore-1.0: 2.1.7 | ISO27001-2022: A.8.20, A.8.21, A.8.22;internet-exposed;;;;5.9.0
profile: None;2025-07-09 05:17:29.653859;311278774159;;;;;;prowler-aws-ec2_securitygroup_allow_ingress_from_internet_to_port_mongodb_27017_27018-311278774159-ap-northeast-2-sg-092e741cf7007c95e;aws;ec2_securitygroup_allow_ingress_from_internet_to_port_mongodb_27017_27018;Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to MongoDB ports 27017 and 27018.;Infrastructure Security;PASS;Security group vuln-sg-db (sg-092e741cf7007c95e) does not have MongoDB ports 27017 and 27018 open to the Internet.;False;ec2;securitygroup;high;AwsEc2SecurityGroup;arn:aws:ec2:ap-northeast-2:311278774159:security-group/sg-092e741cf7007c95e;sg-092e741cf7007c95e;vuln-sg-db;Name=vuln-sg-db;aws;ap-northeast-2;Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to MongoDB ports 27017 and 27018.;If Security groups are not properly configured the attack surface is increased.;;Use a Zero Trust approach. Narrow ingress traffic as much as possible. Consider north-south as well as east-west traffic.;https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html;;;;;SOC2: cc_6_6 | MITRE-ATTACK: T1199, T1048, T1499, T1498, T1046 | KISA-ISMS-P-2023: 2.6.1, 2.6.4, 2.10.1, 2.10.3 | KISA-ISMS-P-2023-korean: 2.6.1, 2.6.4, 2.10.1, 2.10.3 | KISA-ISMS-P-2023-korean(whs3_cloudguardian): 2.6.1, 2.6.4, 2.10.1, 2.10.3, 2.6.1, 2.6.4, 2.10.1, 2.10.3 | AWS-Well-Architected-Framework-Security-Pillar: SEC05-BP03 | AWS-Foundational-Technical-Review: NETSEC-001 | ProwlerThreatScore-1.0: 2.1.7 | ISO27001-2022: A.8.20, A.8.21, A.8.22;internet-exposed;;;;5.9.0
profile: None;2025-07-09 05:17:29.653859;311278774159;;;;;;prowler-aws-ec2_securitygroup_allow_ingress_from_internet_to_port_mongodb_27017_27018-311278774159-ap-northeast-2-sg-03680fb4049dc8042;aws;ec2_securitygroup_allow_ingress_from_internet_to_port_mongodb_27017_27018;Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to MongoDB ports 27017 and 27018.;Infrastructure Security;PASS;Security group launch-wizard-1 (sg-03680fb4049dc8042) does not have MongoDB ports 27017 and 27018 open to the Internet.;False;ec2;securitygroup;high;AwsEc2SecurityGroup;arn:aws:ec2:ap-northeast-2:311278774159:security-group/sg-03680fb4049dc8042;sg-03680fb4049dc8042;launch-wizard-1;;aws;ap-northeast-2;Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to MongoDB ports 27017 and 27018.;If Security groups are not properly configured the attack surface is increased.;;Use a Zero Trust approach. Narrow ingress traffic as much as possible. Consider north-south as well as east-west traffic.;https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html;;;;;SOC2: cc_6_6 | MITRE-ATTACK: T1199, T1048, T1499, T1498, T1046 | KISA-ISMS-P-2023: 2.6.1, 2.6.4, 2.10.1, 2.10.3 | KISA-ISMS-P-2023-korean: 2.6.1, 2.6.4, 2.10.1, 2.10.3 | KISA-ISMS-P-2023-korean(whs3_cloudguardian): 2.6.1, 2.6.4, 2.10.1, 2.10.3, 2.6.1, 2.6.4, 2.10.1, 2.10.3 | AWS-Well-Architected-Framework-Security-Pillar: SEC05-BP03 | AWS-Foundational-Technical-Review: NETSEC-001 | ProwlerThreatScore-1.0: 2.1.7 | ISO27001-2022: A.8.20, A.8.21, A.8.22;internet-exposed;;;;5.9.0
profile: None;2025-07-09 05:17:29.653859;311278774159;;;;;;prowler-aws-ec2_securitygroup_allow_ingress_from_internet_to_port_mongodb_27017_27018-311278774159-ap-northeast-2-sg-0cdc2bcfc71cde042;aws;ec2_securitygroup_allow_ingress_from_internet_to_port_mongodb_27017_27018;Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to MongoDB ports 27017 and 27018.;Infrastructure Security;PASS;Security group vuln-sg-alb-public (sg-0cdc2bcfc71cde042) does not have MongoDB ports 27017 and 27018 open to the Internet.;False;ec2;securitygroup;high;AwsEc2SecurityGroup;arn:aws:ec2:ap-northeast-2:311278774159:security-group/sg-0cdc2bcfc71cde042;sg-0cdc2bcfc71cde042;vuln-sg-alb-public;Name=vuln-sg-alb-public;aws;ap-northeast-2;Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to MongoDB ports 27017 and 27018.;If Security groups are not properly configured the attack surface is increased.;;Use a Zero Trust approach. Narrow ingress traffic as much as possible. Consider north-south as well as east-west traffic.;https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html;;;;;SOC2: cc_6_6 | MITRE-ATTACK: T1199, T1048, T1499, T1498, T1046 | KISA-ISMS-P-2023: 2.6.1, 2.6.4, 2.10.1, 2.10.3 | KISA-ISMS-P-2023-korean: 2.6.1, 2.6.4, 2.10.1, 2.10.3 | KISA-ISMS-P-2023-korean(whs3_cloudguardian): 2.6.1, 2.6.4, 2.10.1, 2.10.3, 2.6.1, 2.6.4, 2.10.1, 2.10.3 | AWS-Well-Architected-Framework-Security-Pillar: SEC05-BP03 | AWS-Foundational-Technical-Review: NETSEC-001 | ProwlerThreatScore-1.0: 2.1.7 | ISO27001-2022: A.8.20, A.8.21, A.8.22;internet-exposed;;;;5.9.0
profile: None;2025-07-09 05:17:29.653859;311278774159;;;;;;prowler-aws-ec2_securitygroup_allow_ingress_from_internet_to_port_mongodb_27017_27018-311278774159-ap-northeast-2-sg-06444be5be4140f7b;aws;ec2_securitygroup_allow_ingress_from_internet_to_port_mongodb_27017_27018;Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to MongoDB ports 27017 and 27018.;Infrastructure Security;PASS;Security group vuln-sg-bastion (sg-06444be5be4140f7b) does not have MongoDB ports 27017 and 27018 open to the Internet.;False;ec2;securitygroup;high;AwsEc2SecurityGroup;arn:aws:ec2:ap-northeast-2:311278774159:security-group/sg-06444be5be4140f7b;sg-06444be5be4140f7b;vuln-sg-bastion;Name=vuln-sg-bastion;aws;ap-northeast-2;Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to MongoDB ports 27017 and 27018.;If Security groups are not properly configured the attack surface is increased.;;Use a Zero Trust approach. Narrow ingress traffic as much as possible. Consider north-south as well as east-west traffic.;https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html;;;;;SOC2: cc_6_6 | MITRE-ATTACK: T1199, T1048, T1499, T1498, T1046 | KISA-ISMS-P-2023: 2.6.1, 2.6.4, 2.10.1, 2.10.3 | KISA-ISMS-P-2023-korean: 2.6.1, 2.6.4, 2.10.1, 2.10.3 | KISA-ISMS-P-2023-korean(whs3_cloudguardian): 2.6.1, 2.6.4, 2.10.1, 2.10.3, 2.6.1, 2.6.4, 2.10.1, 2.10.3 | AWS-Well-Architected-Framework-Security-Pillar: SEC05-BP03 | AWS-Foundational-Technical-Review: NETSEC-001 | ProwlerThreatScore-1.0: 2.1.7 | ISO27001-2022: A.8.20, A.8.21, A.8.22;internet-exposed;;;;5.9.0
profile: None;2025-07-09 05:17:29.653859;311278774159;;;;;;prowler-aws-ec2_securitygroup_allow_ingress_from_internet_to_port_mongodb_27017_27018-311278774159-ap-northeast-2-sg-0b79c357ceae1a3d3;aws;ec2_securitygroup_allow_ingress_from_internet_to_port_mongodb_27017_27018;Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to MongoDB ports 27017 and 27018.;Infrastructure Security;PASS;Security group vuln-sg-app (sg-0b79c357ceae1a3d3) does not have MongoDB ports 27017 and 27018 open to the Internet.;False;ec2;securitygroup;high;AwsEc2SecurityGroup;arn:aws:ec2:ap-northeast-2:311278774159:security-group/sg-0b79c357ceae1a3d3;sg-0b79c357ceae1a3d3;vuln-sg-app;Name=vuln-sg-app;aws;ap-northeast-2;Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to MongoDB ports 27017 and 27018.;If Security groups are not properly configured the attack surface is increased.;;Use a Zero Trust approach. Narrow ingress traffic as much as possible. Consider north-south as well as east-west traffic.;https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html;;;;;SOC2: cc_6_6 | MITRE-ATTACK: T1199, T1048, T1499, T1498, T1046 | KISA-ISMS-P-2023: 2.6.1, 2.6.4, 2.10.1, 2.10.3 | KISA-ISMS-P-2023-korean: 2.6.1, 2.6.4, 2.10.1, 2.10.3 | KISA-ISMS-P-2023-korean(whs3_cloudguardian): 2.6.1, 2.6.4, 2.10.1, 2.10.3, 2.6.1, 2.6.4, 2.10.1, 2.10.3 | AWS-Well-Architected-Framework-Security-Pillar: SEC05-BP03 | AWS-Foundational-Technical-Review: NETSEC-001 | ProwlerThreatScore-1.0: 2.1.7 | ISO27001-2022: A.8.20, A.8.21, A.8.22;internet-exposed;;;;5.9.0
profile: None;2025-07-09 05:17:29.653859;311278774159;;;;;;prowler-aws-ec2_securitygroup_allow_ingress_from_internet_to_port_mongodb_27017_27018-311278774159-ap-northeast-2-sg-0d6e91398bc240579;aws;ec2_securitygroup_allow_ingress_from_internet_to_port_mongodb_27017_27018;Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to MongoDB ports 27017 and 27018.;Infrastructure Security;PASS;Security group vuln-sg-efs (sg-0d6e91398bc240579) does not have MongoDB ports 27017 and 27018 open to the Internet.;False;ec2;securitygroup;high;AwsEc2SecurityGroup;arn:aws:ec2:ap-northeast-2:311278774159:security-group/sg-0d6e91398bc240579;sg-0d6e91398bc240579;vuln-sg-efs;Name=vuln-sg-efs;aws;ap-northeast-2;Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to MongoDB ports 27017 and 27018.;If Security groups are not properly configured the attack surface is increased.;;Use a Zero Trust approach. Narrow ingress traffic as much as possible. Consider north-south as well as east-west traffic.;https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html;;;;;SOC2: cc_6_6 | MITRE-ATTACK: T1199, T1048, T1499, T1498, T1046 | KISA-ISMS-P-2023: 2.6.1, 2.6.4, 2.10.1, 2.10.3 | KISA-ISMS-P-2023-korean: 2.6.1, 2.6.4, 2.10.1, 2.10.3 | KISA-ISMS-P-2023-korean(whs3_cloudguardian): 2.6.1, 2.6.4, 2.10.1, 2.10.3, 2.6.1, 2.6.4, 2.10.1, 2.10.3 | AWS-Well-Architected-Framework-Security-Pillar: SEC05-BP03 | AWS-Foundational-Technical-Review: NETSEC-001 | ProwlerThreatScore-1.0: 2.1.7 | ISO27001-2022: A.8.20, A.8.21, A.8.22;internet-exposed;;;;5.9.0
